date_time,tank,treat,pH,temp
2023-02-23 18:20:00,8,mid,7.598,10.26
2023-02-23 18:25:00,8,mid,7.597,10.27
2023-02-23 18:30:00,8,mid,7.597,10.28
2023-02-23 18:35:00,8,mid,7.597,10.29
2023-02-23 18:40:00,8,mid,7.598,10.3
2023-02-23 18:45:00,8,mid,7.599,10.31
2023-02-23 18:50:00,8,mid,7.6,10.22
2023-02-23 18:55:00,8,mid,7.601,10.19
2023-02-23 19:00:00,8,mid,7.602,10.2
2023-02-23 19:05:00,8,mid,7.602,10.21
2023-02-23 19:10:00,8,mid,7.604,10.23
2023-02-23 19:15:00,8,mid,7.603,10.23
2023-02-23 19:20:00,8,mid,7.603,10.24
2023-02-23 19:25:00,8,mid,7.604,10.25
2023-02-23 19:30:00,8,mid,7.603,10.27
2023-02-23 19:35:00,8,mid,7.605,10.28
2023-02-23 19:40:00,8,mid,7.605,10.29
2023-02-23 19:45:00,8,mid,7.606,10.3
2023-02-23 19:50:00,8,mid,7.607,10.31
2023-02-23 19:55:00,8,mid,7.608,10.32
2023-02-23 20:00:00,8,mid,7.609,10.27
2023-02-23 20:05:00,8,mid,7.611,10.2
2023-02-23 20:10:00,8,mid,7.61,10.21
2023-02-23 20:15:00,8,mid,7.611,10.22
2023-02-23 20:20:00,8,mid,7.612,10.23
2023-02-23 20:25:00,8,mid,7.613,10.24
2023-02-23 20:30:00,8,mid,7.614,10.25
2023-02-23 20:35:00,8,mid,7.614,10.26
2023-02-23 20:40:00,8,mid,7.615,10.27
2023-02-23 20:45:00,8,mid,7.616,10.28
2023-02-23 20:50:00,8,mid,7.615,10.29
2023-02-23 20:55:00,8,mid,7.616,10.3
2023-02-23 21:00:00,8,mid,7.615,10.31
2023-02-23 21:05:00,8,mid,7.616,10.33
2023-02-23 21:10:00,8,mid,7.617,10.27
2023-02-23 21:15:00,8,mid,7.62,10.21
2023-02-23 21:20:00,8,mid,7.62,10.22
2023-02-23 21:25:00,8,mid,7.622,10.23
2023-02-23 21:30:00,8,mid,7.62,10.23
2023-02-23 21:35:00,8,mid,7.621,10.25
2023-02-23 21:40:00,8,mid,7.621,10.25
2023-02-23 21:45:00,8,mid,7.621,10.26
2023-02-23 21:50:00,8,mid,7.621,10.28
2023-02-23 21:55:00,8,mid,7.623,10.29
2023-02-23 22:00:00,8,mid,7.621,10.3
2023-02-23 22:05:00,8,mid,7.622,10.31
2023-02-23 22:10:00,8,mid,7.622,10.32
2023-02-23 22:15:00,8,mid,7.621,10.32
2023-02-23 22:20:00,8,mid,7.623,10.25
2023-02-23 22:25:00,8,mid,7.625,10.19
2023-02-23 22:30:00,8,mid,7.624,10.2
2023-02-23 22:35:00,8,mid,7.625,10.22
2023-02-23 22:40:00,8,mid,7.625,10.23
2023-02-23 22:45:00,8,mid,7.624,10.24
2023-02-23 22:50:00,8,mid,7.623,10.25
2023-02-23 22:55:00,8,mid,7.624,10.26
2023-02-23 23:00:00,8,mid,7.625,10.27
2023-02-23 23:05:00,8,mid,7.624,10.28
2023-02-23 23:10:00,8,mid,7.625,10.29
2023-02-23 23:15:00,8,mid,7.624,10.3
2023-02-23 23:20:00,8,mid,7.624,10.3
2023-02-23 23:25:00,8,mid,7.624,10.32
2023-02-23 23:30:00,8,mid,7.624,10.33
2023-02-23 23:35:00,8,mid,7.624,10.29
2023-02-23 23:40:00,8,mid,7.625,10.22
2023-02-23 23:45:00,8,mid,7.625,10.22
2023-02-23 23:50:00,8,mid,7.626,10.23
2023-02-23 23:55:00,8,mid,7.624,10.24
2023-02-24 00:00:00,8,mid,7.626,10.25
2023-02-24 00:05:00,8,mid,7.626,10.26
2023-02-24 00:10:00,8,mid,7.626,10.28
2023-02-24 00:15:00,8,mid,7.626,10.28
2023-02-24 00:20:00,8,mid,7.625,10.29
2023-02-24 00:25:00,8,mid,7.626,10.3
2023-02-24 00:30:00,8,mid,7.627,10.31
2023-02-24 00:35:00,8,mid,7.626,10.32
2023-02-24 00:40:00,8,mid,7.627,10.33
2023-02-24 00:45:00,8,mid,7.627,10.28
2023-02-24 00:50:00,8,mid,7.627,10.21
2023-02-24 00:55:00,8,mid,7.628,10.22
2023-02-24 01:00:00,8,mid,7.626,10.23
2023-02-24 01:05:00,8,mid,7.627,10.24
2023-02-24 01:10:00,8,mid,7.627,10.25
2023-02-24 01:15:00,8,mid,7.627,10.26
2023-02-24 01:20:00,8,mid,7.627,10.27
2023-02-24 01:25:00,8,mid,7.627,10.28
2023-02-24 01:30:00,8,mid,7.627,10.29
2023-02-24 01:35:00,8,mid,7.628,10.3
2023-02-24 01:40:00,8,mid,7.627,10.31
2023-02-24 01:45:00,8,mid,7.627,10.32
2023-02-24 01:50:00,8,mid,7.626,10.33
2023-02-24 01:55:00,8,mid,7.627,10.33
2023-02-24 02:00:00,8,mid,7.628,10.23
2023-02-24 02:05:00,8,mid,7.629,10.21
2023-02-24 02:10:00,8,mid,7.63,10.22
2023-02-24 02:15:00,8,mid,7.629,10.23
2023-02-24 02:20:00,8,mid,7.629,10.24
2023-02-24 02:25:00,8,mid,7.63,10.25
2023-02-24 02:30:00,8,mid,7.63,10.26
2023-02-24 02:35:00,8,mid,7.63,10.27
2023-02-24 02:40:00,8,mid,7.629,10.28
2023-02-24 02:45:00,8,mid,7.63,10.29
2023-02-24 02:50:00,8,mid,7.63,10.3
2023-02-24 02:55:00,8,mid,7.629,10.31
2023-02-24 03:00:00,8,mid,7.629,10.32
2023-02-24 03:05:00,8,mid,7.629,10.33
2023-02-24 03:10:00,8,mid,7.629,10.33
2023-02-24 03:15:00,8,mid,7.63,10.25
2023-02-24 03:20:00,8,mid,7.631,10.22
2023-02-24 03:25:00,8,mid,7.631,10.23
2023-02-24 03:30:00,8,mid,7.631,10.24
2023-02-24 03:35:00,8,mid,7.63,10.25
2023-02-24 03:40:00,8,mid,7.631,10.26
2023-02-24 03:45:00,8,mid,7.631,10.27
2023-02-24 03:50:00,8,mid,7.631,10.28
2023-02-24 03:55:00,8,mid,7.631,10.29
2023-02-24 04:00:00,8,mid,7.633,10.3
2023-02-24 04:05:00,8,mid,7.634,10.31
2023-02-24 04:10:00,8,mid,7.634,10.32
2023-02-24 04:15:00,8,mid,7.634,10.33
2023-02-24 04:20:00,8,mid,7.634,10.34
2023-02-24 04:25:00,8,mid,7.635,10.26
2023-02-24 04:30:00,8,mid,7.635,10.21
2023-02-24 04:35:00,8,mid,7.636,10.23
2023-02-24 04:40:00,8,mid,7.636,10.24
2023-02-24 04:45:00,8,mid,7.635,10.25
2023-02-24 04:50:00,8,mid,7.635,10.26
2023-02-24 04:55:00,8,mid,7.634,10.27
2023-02-24 05:00:00,8,mid,7.635,10.28
2023-02-24 05:05:00,8,mid,7.634,10.28
2023-02-24 05:10:00,8,mid,7.634,10.29
2023-02-24 05:15:00,8,mid,7.633,10.31
2023-02-24 05:20:00,8,mid,7.634,10.32
2023-02-24 05:25:00,8,mid,7.634,10.33
2023-02-24 05:30:00,8,mid,7.638,10.33
2023-02-24 05:35:00,8,mid,7.639,10.27
2023-02-24 05:40:00,8,mid,7.637,10.21
2023-02-24 05:45:00,8,mid,7.638,10.23
2023-02-24 05:50:00,8,mid,7.638,10.24
2023-02-24 05:55:00,8,mid,7.638,10.25
2023-02-24 06:00:00,8,mid,7.637,10.26
2023-02-24 06:05:00,8,mid,7.637,10.26
2023-02-24 06:10:00,8,mid,7.637,10.28
2023-02-24 06:15:00,8,mid,7.639,10.29
2023-02-24 06:20:00,8,mid,7.636,10.29
2023-02-24 06:25:00,8,mid,7.637,10.3
2023-02-24 06:30:00,8,mid,7.636,10.32
2023-02-24 06:35:00,8,mid,7.638,10.32
2023-02-24 06:40:00,8,mid,7.636,10.33
2023-02-24 06:45:00,8,mid,7.64,10.3
2023-02-24 06:50:00,8,mid,7.643,10.22
2023-02-24 06:55:00,8,mid,7.641,10.23
2023-02-24 07:00:00,8,mid,7.642,10.23
2023-02-24 07:05:00,8,mid,7.641,10.25
2023-02-24 07:10:00,8,mid,7.641,10.26
2023-02-24 07:15:00,8,mid,7.641,10.27
2023-02-24 07:20:00,8,mid,7.639,10.28
2023-02-24 07:25:00,8,mid,7.64,10.29
2023-02-24 07:30:00,8,mid,7.64,10.3
2023-02-24 07:35:00,8,mid,7.639,10.31
2023-02-24 07:40:00,8,mid,7.639,10.32
2023-02-24 07:45:00,8,mid,7.639,10.33
2023-02-24 07:50:00,8,mid,7.638,10.34
2023-02-24 07:55:00,8,mid,7.639,10.32
2023-02-24 08:00:00,8,mid,7.643,10.23
2023-02-24 08:05:00,8,mid,7.641,10.22
2023-02-24 08:10:00,8,mid,7.642,10.23
2023-02-24 08:15:00,8,mid,7.64,10.24
2023-02-24 08:20:00,8,mid,7.642,10.25
2023-02-24 08:25:00,8,mid,7.64,10.26
2023-02-24 08:30:00,8,mid,7.64,10.27
2023-02-24 08:35:00,8,mid,7.64,10.27
2023-02-24 08:40:00,8,mid,7.642,10.29
2023-02-24 08:45:00,8,mid,7.641,10.3
2023-02-24 08:50:00,8,mid,7.641,10.31
2023-02-24 08:55:00,8,mid,7.639,10.32
2023-02-24 09:00:00,8,mid,7.639,10.33
2023-02-24 09:05:00,8,mid,7.641,10.31
2023-02-24 09:10:00,8,mid,7.645,10.21
2023-02-24 09:15:00,8,mid,7.643,10.22
2023-02-24 09:20:00,8,mid,7.642,10.23
2023-02-24 09:25:00,8,mid,7.643,10.24
2023-02-24 09:30:00,8,mid,7.644,10.25
2023-02-24 09:35:00,8,mid,7.643,10.26
2023-02-24 09:40:00,8,mid,7.642,10.27
2023-02-24 09:45:00,8,mid,7.642,10.28
2023-02-24 09:50:00,8,mid,7.641,10.29
2023-02-24 09:55:00,8,mid,7.642,10.3
2023-02-24 10:00:00,8,mid,7.642,10.31
2023-02-24 10:05:00,8,mid,7.641,10.32
2023-02-24 10:10:00,8,mid,7.642,10.33
2023-02-24 10:15:00,8,mid,7.641,10.3
2023-02-24 10:20:00,8,mid,7.643,10.22
2023-02-24 10:25:00,8,mid,7.641,10.22
2023-02-24 10:30:00,8,mid,7.642,10.23
2023-02-24 10:35:00,8,mid,7.641,10.24
2023-02-24 10:40:00,8,mid,7.64,10.25
2023-02-24 10:45:00,8,mid,7.642,10.26
2023-02-24 10:50:00,8,mid,7.64,10.27
2023-02-24 10:55:00,8,mid,7.641,10.28
2023-02-24 11:00:00,8,mid,7.639,10.28
2023-02-24 11:05:00,8,mid,7.639,10.29
2023-02-24 11:10:00,8,mid,7.639,10.3
2023-02-24 11:15:00,8,mid,7.639,10.31
2023-02-24 11:20:00,8,mid,7.639,10.32
2023-02-24 11:25:00,8,mid,7.639,10.3
2023-02-24 11:30:00,8,mid,7.639,10.2
2023-02-24 11:35:00,8,mid,7.638,10.2
2023-02-24 11:40:00,8,mid,7.639,10.21
2023-02-24 11:45:00,8,mid,7.64,10.22
2023-02-24 11:50:00,8,mid,7.639,10.23
2023-02-24 11:55:00,8,mid,7.64,10.24
2023-02-24 12:00:00,8,mid,7.638,10.25
2023-02-24 12:05:00,8,mid,7.638,10.26
2023-02-24 12:10:00,8,mid,7.639,10.27
2023-02-24 12:15:00,8,mid,7.638,10.28
2023-02-24 12:20:00,8,mid,7.638,10.29
2023-02-24 12:25:00,8,mid,7.639,10.3
2023-02-24 12:30:00,8,mid,7.64,10.3
2023-02-24 12:35:00,8,mid,7.638,10.31
2023-02-24 12:40:00,8,mid,7.639,10.33
2023-02-24 12:45:00,8,mid,7.638,10.33
2023-02-24 12:50:00,8,mid,7.638,10.34
2023-02-24 12:55:00,8,mid,7.639,10.3
2023-02-24 13:00:00,8,mid,7.64,10.22
2023-02-24 13:05:00,8,mid,7.64,10.22
2023-02-24 13:10:00,8,mid,7.642,10.23
2023-02-24 13:15:00,8,mid,7.641,10.24
2023-02-24 13:20:00,8,mid,7.642,10.25
2023-02-24 13:25:00,8,mid,7.642,10.26
2023-02-24 13:30:00,8,mid,7.642,10.27
2023-02-24 13:35:00,8,mid,7.641,10.28
2023-02-24 13:40:00,8,mid,7.642,10.28
2023-02-24 13:45:00,8,mid,7.641,10.29
2023-02-24 13:50:00,8,mid,7.64,10.3
2023-02-24 13:55:00,8,mid,7.64,10.31
2023-02-24 14:00:00,8,mid,7.64,10.32
2023-02-24 14:05:00,8,mid,7.639,10.33
2023-02-24 14:10:00,8,mid,7.639,10.34
2023-02-24 14:15:00,8,mid,7.64,10.26
2023-02-24 14:20:00,8,mid,7.64,10.2
2023-02-24 14:25:00,8,mid,7.639,10.21
2023-02-24 14:30:00,8,mid,7.638,10.23
2023-02-24 14:35:00,8,mid,7.638,10.23
2023-02-24 14:40:00,8,mid,7.637,10.24
2023-02-24 14:45:00,8,mid,7.639,10.25
2023-02-24 14:50:00,8,mid,7.638,10.26
2023-02-24 14:55:00,8,mid,7.637,10.27
2023-02-24 15:00:00,8,mid,7.635,10.28
2023-02-24 15:05:00,8,mid,7.634,10.29
2023-02-24 15:10:00,8,mid,7.634,10.3
2023-02-24 15:15:00,8,mid,7.632,10.31
2023-02-24 15:20:00,8,mid,7.631,10.31
2023-02-24 15:25:00,8,mid,7.63,10.32
2023-02-24 15:30:00,8,mid,7.63,10.29
2023-02-24 15:35:00,8,mid,7.631,10.21
2023-02-24 15:40:00,8,mid,7.629,10.21
2023-02-24 15:45:00,8,mid,7.629,10.22
2023-02-24 15:50:00,8,mid,7.628,10.23
2023-02-24 15:55:00,8,mid,7.628,10.24
2023-02-24 16:00:00,8,mid,7.627,10.25
2023-02-24 16:05:00,8,mid,7.626,10.26
2023-02-24 16:10:00,8,mid,7.626,10.26
2023-02-24 16:15:00,8,mid,7.625,10.27
2023-02-24 16:20:00,8,mid,7.624,10.28
2023-02-24 16:25:00,8,mid,7.624,10.29
2023-02-24 16:30:00,8,mid,7.624,10.3
2023-02-24 16:35:00,8,mid,7.624,10.31
2023-02-24 16:40:00,8,mid,7.623,10.31
2023-02-24 16:45:00,8,mid,7.628,10.23
2023-02-24 16:50:00,8,mid,7.628,10.2
2023-02-24 16:55:00,8,mid,7.627,10.21
2023-02-24 17:00:00,8,mid,7.627,10.22
2023-02-24 17:05:00,8,mid,7.626,10.23
2023-02-24 17:10:00,8,mid,7.626,10.23
2023-02-24 17:15:00,8,mid,7.626,10.24
2023-02-24 17:20:00,8,mid,7.626,10.25
2023-02-24 17:25:00,8,mid,7.626,10.26
2023-02-24 17:30:00,8,mid,7.625,10.27
2023-02-24 17:35:00,8,mid,7.625,10.28
2023-02-24 17:40:00,8,mid,7.626,10.29
2023-02-24 17:45:00,8,mid,7.628,10.3
2023-02-24 17:50:00,8,mid,7.627,10.31
2023-02-24 17:55:00,8,mid,7.627,10.31
2023-02-24 18:00:00,8,mid,7.627,10.32
2023-02-24 18:05:00,8,mid,7.626,10.33
2023-02-24 18:10:00,8,mid,7.626,10.34
2023-02-24 18:15:00,8,mid,7.627,10.27
2023-02-24 18:20:00,8,mid,7.628,10.22
2023-02-24 18:25:00,8,mid,7.628,10.23
2023-02-24 18:30:00,8,mid,7.627,10.24
2023-02-24 18:35:00,8,mid,7.628,10.25
2023-02-24 18:40:00,8,mid,7.628,10.26
2023-02-24 18:45:00,8,mid,7.628,10.27
2023-02-24 18:50:00,8,mid,7.628,10.28
2023-02-24 18:55:00,8,mid,7.628,10.29
2023-02-24 19:00:00,8,mid,7.628,10.29
2023-02-24 19:05:00,8,mid,7.628,10.3
2023-02-24 19:10:00,8,mid,7.628,10.31
2023-02-24 19:15:00,8,mid,7.628,10.32
2023-02-24 19:20:00,8,mid,7.628,10.33
2023-02-24 19:25:00,8,mid,7.628,10.33
2023-02-24 19:30:00,8,mid,7.628,10.29
2023-02-24 19:35:00,8,mid,7.629,10.21
2023-02-24 19:40:00,8,mid,7.63,10.21
2023-02-24 19:45:00,8,mid,7.629,10.22
2023-02-24 19:50:00,8,mid,7.63,10.23
2023-02-24 19:55:00,8,mid,7.63,10.24
2023-02-24 20:00:00,8,mid,7.63,10.25
2023-02-24 20:05:00,8,mid,7.63,10.26
2023-02-24 20:10:00,8,mid,7.63,10.27
2023-02-24 20:15:00,8,mid,7.63,10.27
2023-02-24 20:20:00,8,mid,7.63,10.28
2023-02-24 20:25:00,8,mid,7.63,10.29
2023-02-24 20:30:00,8,mid,7.63,10.3
2023-02-24 20:35:00,8,mid,7.63,10.31
2023-02-24 20:40:00,8,mid,7.63,10.32
2023-02-24 20:45:00,8,mid,7.63,10.33
2023-02-24 20:50:00,8,mid,7.63,10.33
2023-02-24 20:55:00,8,mid,7.631,10.34
2023-02-24 21:00:00,8,mid,7.631,10.3
2023-02-24 21:05:00,8,mid,7.632,10.22
2023-02-24 21:10:00,8,mid,7.632,10.22
2023-02-24 21:15:00,8,mid,7.632,10.23
2023-02-24 21:20:00,8,mid,7.633,10.24
2023-02-24 21:25:00,8,mid,7.633,10.25
2023-02-24 21:30:00,8,mid,7.633,10.26
2023-02-24 21:35:00,8,mid,7.633,10.27
2023-02-24 21:40:00,8,mid,7.633,10.28
2023-02-24 21:45:00,8,mid,7.633,10.29
2023-02-24 21:50:00,8,mid,7.633,10.3
2023-02-24 21:55:00,8,mid,7.634,10.3
2023-02-24 22:00:00,8,mid,7.633,10.31
2023-02-24 22:05:00,8,mid,7.633,10.32
2023-02-24 22:10:00,8,mid,7.633,10.33
2023-02-24 22:15:00,8,mid,7.633,10.34
2023-02-24 22:20:00,8,mid,7.634,10.32
2023-02-24 22:25:00,8,mid,7.635,10.22
2023-02-24 22:30:00,8,mid,7.634,10.22
2023-02-24 22:35:00,8,mid,7.635,10.23
2023-02-24 22:40:00,8,mid,7.636,10.24
2023-02-24 22:45:00,8,mid,7.635,10.25
2023-02-24 22:50:00,8,mid,7.635,10.26
2023-02-24 22:55:00,8,mid,7.635,10.27
2023-02-24 23:00:00,8,mid,7.635,10.28
2023-02-24 23:05:00,8,mid,7.635,10.29
2023-02-24 23:10:00,8,mid,7.636,10.3
2023-02-24 23:15:00,8,mid,7.635,10.3
2023-02-24 23:20:00,8,mid,7.636,10.31
2023-02-24 23:25:00,8,mid,7.636,10.32
2023-02-24 23:30:00,8,mid,7.636,10.33
2023-02-24 23:35:00,8,mid,7.636,10.34
2023-02-24 23:40:00,8,mid,7.635,10.35
2023-02-24 23:45:00,8,mid,7.635,10.34
2023-02-24 23:50:00,8,mid,7.637,10.26
2023-02-24 23:55:00,8,mid,7.638,10.23
2023-02-25 00:00:00,8,mid,7.638,10.24
2023-02-25 00:05:00,8,mid,7.638,10.25
2023-02-25 00:10:00,8,mid,7.638,10.26
2023-02-25 00:15:00,8,mid,7.638,10.27
2023-02-25 00:20:00,8,mid,7.638,10.28
2023-02-25 00:25:00,8,mid,7.638,10.29
2023-02-25 00:30:00,8,mid,7.638,10.3
2023-02-25 00:35:00,8,mid,7.638,10.31
2023-02-25 00:40:00,8,mid,7.637,10.32
2023-02-25 00:45:00,8,mid,7.64,10.32
2023-02-25 00:50:00,8,mid,7.64,10.33
2023-02-25 00:55:00,8,mid,7.64,10.34
2023-02-25 01:00:00,8,mid,7.641,10.3
2023-02-25 01:05:00,8,mid,7.642,10.22
2023-02-25 01:10:00,8,mid,7.641,10.22
2023-02-25 01:15:00,8,mid,7.642,10.24
2023-02-25 01:20:00,8,mid,7.642,10.24
2023-02-25 01:25:00,8,mid,7.641,10.25
2023-02-25 01:30:00,8,mid,7.641,10.26
2023-02-25 01:35:00,8,mid,7.641,10.27
2023-02-25 01:40:00,8,mid,7.641,10.28
2023-02-25 01:45:00,8,mid,7.641,10.29
2023-02-25 01:50:00,8,mid,7.641,10.29
2023-02-25 01:55:00,8,mid,7.641,10.31
2023-02-25 02:00:00,8,mid,7.641,10.31
2023-02-25 02:05:00,8,mid,7.641,10.32
2023-02-25 02:10:00,8,mid,7.641,10.33
2023-02-25 02:15:00,8,mid,7.64,10.34
2023-02-25 02:20:00,8,mid,7.641,10.32
2023-02-25 02:25:00,8,mid,7.647,10.24
2023-02-25 02:30:00,8,mid,7.646,10.23
2023-02-25 02:35:00,8,mid,7.645,10.23
2023-02-25 02:40:00,8,mid,7.645,10.24
2023-02-25 02:45:00,8,mid,7.645,10.25
2023-02-25 02:50:00,8,mid,7.645,10.26
2023-02-25 02:55:00,8,mid,7.645,10.27
2023-02-25 03:00:00,8,mid,7.644,10.28
2023-02-25 03:05:00,8,mid,7.645,10.29
2023-02-25 03:10:00,8,mid,7.644,10.3
2023-02-25 03:15:00,8,mid,7.645,10.31
2023-02-25 03:20:00,8,mid,7.644,10.32
2023-02-25 03:25:00,8,mid,7.644,10.32
2023-02-25 03:30:00,8,mid,7.643,10.33
2023-02-25 03:35:00,8,mid,7.643,10.34
2023-02-25 03:40:00,8,mid,7.643,10.33
2023-02-25 03:45:00,8,mid,7.645,10.22
2023-02-25 03:50:00,8,mid,7.644,10.22
2023-02-25 03:55:00,8,mid,7.645,10.23
2023-02-25 04:00:00,8,mid,7.645,10.24
2023-02-25 04:05:00,8,mid,7.645,10.25
2023-02-25 04:10:00,8,mid,7.644,10.26
2023-02-25 04:15:00,8,mid,7.645,10.27
2023-02-25 04:20:00,8,mid,7.645,10.28
2023-02-25 04:25:00,8,mid,7.644,10.29
2023-02-25 04:30:00,8,mid,7.644,10.3
2023-02-25 04:35:00,8,mid,7.644,10.31
2023-02-25 04:40:00,8,mid,7.644,10.31
2023-02-25 04:45:00,8,mid,7.644,10.32
2023-02-25 04:50:00,8,mid,7.644,10.33
2023-02-25 04:55:00,8,mid,7.644,10.34
2023-02-25 05:00:00,8,mid,7.644,10.34
2023-02-25 05:05:00,8,mid,7.648,10.28
2023-02-25 05:10:00,8,mid,7.649,10.23
2023-02-25 05:15:00,8,mid,7.648,10.23
2023-02-25 05:20:00,8,mid,7.648,10.24
2023-02-25 05:25:00,8,mid,7.647,10.26
2023-02-25 05:30:00,8,mid,7.648,10.26
2023-02-25 05:35:00,8,mid,7.647,10.27
2023-02-25 05:40:00,8,mid,7.646,10.28
2023-02-25 05:45:00,8,mid,7.647,10.29
2023-02-25 05:50:00,8,mid,7.646,10.3
2023-02-25 05:55:00,8,mid,7.646,10.31
2023-02-25 06:00:00,8,mid,7.646,10.32
2023-02-25 06:05:00,8,mid,7.646,10.32
2023-02-25 06:10:00,8,mid,7.646,10.33
2023-02-25 06:15:00,8,mid,7.645,10.34
2023-02-25 06:20:00,8,mid,7.645,10.31
2023-02-25 06:25:00,8,mid,7.646,10.23
2023-02-25 06:30:00,8,mid,7.647,10.23
2023-02-25 06:35:00,8,mid,7.647,10.24
2023-02-25 06:40:00,8,mid,7.647,10.25
2023-02-25 06:45:00,8,mid,7.647,10.26
2023-02-25 06:50:00,8,mid,7.647,10.27
2023-02-25 06:55:00,8,mid,7.647,10.28
2023-02-25 07:00:00,8,mid,7.647,10.29
2023-02-25 07:05:00,8,mid,7.647,10.29
2023-02-25 07:10:00,8,mid,7.647,10.31
2023-02-25 07:15:00,8,mid,7.647,10.31
2023-02-25 07:20:00,8,mid,7.647,10.32
2023-02-25 07:25:00,8,mid,7.646,10.33
2023-02-25 07:30:00,8,mid,7.646,10.34
2023-02-25 07:35:00,8,mid,7.646,10.34
2023-02-25 07:40:00,8,mid,7.65,10.26
2023-02-25 07:45:00,8,mid,7.65,10.21
2023-02-25 07:50:00,8,mid,7.65,10.22
2023-02-25 07:55:00,8,mid,7.65,10.23
2023-02-25 08:00:00,8,mid,7.65,10.24
2023-02-25 08:05:00,8,mid,7.65,10.25
2023-02-25 08:10:00,8,mid,7.649,10.25
2023-02-25 08:15:00,8,mid,7.649,10.27
2023-02-25 08:20:00,8,mid,7.649,10.27
2023-02-25 08:25:00,8,mid,7.65,10.29
2023-02-25 08:30:00,8,mid,7.65,10.3
2023-02-25 08:35:00,8,mid,7.649,10.3
2023-02-25 08:40:00,8,mid,7.649,10.31
2023-02-25 08:45:00,8,mid,7.648,10.32
2023-02-25 08:50:00,8,mid,7.649,10.33
2023-02-25 08:55:00,8,mid,7.652,10.34
2023-02-25 09:00:00,8,mid,7.651,10.35
2023-02-25 09:05:00,8,mid,7.651,10.29
2023-02-25 09:10:00,8,mid,7.652,10.23
2023-02-25 09:15:00,8,mid,7.652,10.24
2023-02-25 09:20:00,8,mid,7.652,10.25
2023-02-25 09:25:00,8,mid,7.652,10.25
2023-02-25 09:30:00,8,mid,7.651,10.26
2023-02-25 09:35:00,8,mid,7.651,10.27
2023-02-25 09:40:00,8,mid,7.651,10.28
2023-02-25 09:45:00,8,mid,7.651,10.29
2023-02-25 09:50:00,8,mid,7.651,10.3
2023-02-25 09:55:00,8,mid,7.651,10.31
2023-02-25 10:00:00,8,mid,7.65,10.32
2023-02-25 10:05:00,8,mid,7.65,10.33
2023-02-25 10:10:00,8,mid,7.65,10.34
2023-02-25 10:15:00,8,mid,7.651,10.35
2023-02-25 10:20:00,8,mid,7.65,10.35
2023-02-25 10:25:00,8,mid,7.651,10.26
2023-02-25 10:30:00,8,mid,7.652,10.22
2023-02-25 10:35:00,8,mid,7.652,10.23
2023-02-25 10:40:00,8,mid,7.652,10.25
2023-02-25 10:45:00,8,mid,7.651,10.25
2023-02-25 10:50:00,8,mid,7.651,10.26
2023-02-25 10:55:00,8,mid,7.65,10.27
2023-02-25 11:00:00,8,mid,7.65,10.28
2023-02-25 11:05:00,8,mid,7.65,10.29
2023-02-25 11:10:00,8,mid,7.65,10.3
2023-02-25 11:15:00,8,mid,7.65,10.31
2023-02-25 11:20:00,8,mid,7.65,10.32
2023-02-25 11:25:00,8,mid,7.65,10.33
2023-02-25 11:30:00,8,mid,7.65,10.34
2023-02-25 11:35:00,8,mid,7.65,10.35
2023-02-25 11:40:00,8,mid,7.65,10.32
2023-02-25 11:45:00,8,mid,7.651,10.23
2023-02-25 11:50:00,8,mid,7.651,10.23
2023-02-25 11:55:00,8,mid,7.651,10.24
2023-02-25 12:00:00,8,mid,7.651,10.25
2023-02-25 12:05:00,8,mid,7.651,10.26
2023-02-25 12:10:00,8,mid,7.65,10.27
2023-02-25 12:15:00,8,mid,7.651,10.28
2023-02-25 12:20:00,8,mid,7.651,10.29
2023-02-25 12:25:00,8,mid,7.651,10.3
2023-02-25 12:30:00,8,mid,7.651,10.31
2023-02-25 12:35:00,8,mid,7.651,10.31
2023-02-25 12:40:00,8,mid,7.651,10.32
2023-02-25 12:45:00,8,mid,7.651,10.33
2023-02-25 12:50:00,8,mid,7.651,10.34
2023-02-25 12:55:00,8,mid,7.65,10.35
2023-02-25 13:00:00,8,mid,7.65,10.35
2023-02-25 13:05:00,8,mid,7.651,10.27
2023-02-25 13:10:00,8,mid,7.652,10.23
2023-02-25 13:15:00,8,mid,7.653,10.24
2023-02-25 13:20:00,8,mid,7.651,10.25
2023-02-25 13:25:00,8,mid,7.652,10.26
2023-02-25 13:30:00,8,mid,7.652,10.27
2023-02-25 13:35:00,8,mid,7.652,10.28
2023-02-25 13:40:00,8,mid,7.652,10.29
2023-02-25 13:45:00,8,mid,7.652,10.3
2023-02-25 13:50:00,8,mid,7.652,10.31
2023-02-25 13:55:00,8,mid,7.654,10.32
2023-02-25 14:00:00,8,mid,7.653,10.33
2023-02-25 14:05:00,8,mid,7.653,10.34
2023-02-25 14:10:00,8,mid,7.653,10.34
2023-02-25 14:15:00,8,mid,7.652,10.33
2023-02-25 14:20:00,8,mid,7.654,10.23
2023-02-25 14:25:00,8,mid,7.653,10.23
2023-02-25 14:30:00,8,mid,7.653,10.24
2023-02-25 14:35:00,8,mid,7.652,10.25
2023-02-25 14:40:00,8,mid,7.652,10.26
2023-02-25 14:45:00,8,mid,7.652,10.27
2023-02-25 14:50:00,8,mid,7.651,10.28
2023-02-25 14:55:00,8,mid,7.651,10.29
2023-02-25 15:00:00,8,mid,7.651,10.3
